context,baseItemId,rarity,fieldKind,displayName,source,playerProjection,debugProjection,status
"GeneratedInstance","I004","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I004","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I004","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 3回合","PASS"
"GeneratedInstance","I004","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","24","候选区间：24 ～ 27","PASS"
"GeneratedInstance","I004","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I004","orange","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+9点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I004","orange","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+16.16%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I004","orange","identity","五雷急令","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I004","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I004","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I005","white","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","14","候选区间：14 ～ 21","PASS"
"GeneratedInstance","I005","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I005","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I005","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I005","white","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.84%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","white","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.32%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","white","identity","照壳雷镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I005","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I005","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I005","green","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","22","候选区间：19 ～ 27","PASS"
"GeneratedInstance","I005","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I005","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I005","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I005","green","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.73%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","green","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","green","identity","照壳雷镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I005","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I005","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I005","blue","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","30","候选区间：26 ～ 34","PASS"
"GeneratedInstance","I005","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I005","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I005","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I005","blue","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.86%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","blue","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+7点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","blue","identity","照壳雷镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I005","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I005","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I005","purple","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","35","候选区间：31 ～ 37","PASS"
"GeneratedInstance","I005","purple","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","8点","候选区间：7点 ～ 9点","PASS"
"GeneratedInstance","I005","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I005","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I005","purple","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.87%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","purple","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","purple","identity","照壳雷镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I005","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I005","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I005","orange","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","40","候选区间：36 ～ 40","PASS"
"GeneratedInstance","I005","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I005","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I005","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I005","orange","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.28%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","orange","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+12.81%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I005","orange","identity","照壳雷镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I005","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I005","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I006","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I006","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 8回合","PASS"
"GeneratedInstance","I006","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","27","候选区间：24 ～ 34","PASS"
"GeneratedInstance","I006","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：8点 ～ 9点","PASS"
"GeneratedInstance","I006","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.04%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I006","white","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I006","white","identity","天鼓槌","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I006","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I006","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I006","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I006","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 7回合","PASS"
"GeneratedInstance","I006","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","43","候选区间：32 ～ 44","PASS"
"GeneratedInstance","I006","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：7点 ～ 8点","PASS"
"GeneratedInstance","I006","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.95%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I006","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.03%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I006","green","identity","天鼓槌","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I006","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I006","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I006","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","8点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I006","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：6回合 ～ 7回合","PASS"
"GeneratedInstance","I006","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","49","候选区间：42 ～ 54","PASS"
"GeneratedInstance","I006","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I006","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.74%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
