caseId,baseItemId,rarity,rootSeed,itemInstanceId,expected,result,actual
"projection-I024@white","","",0,"","exact read-only projection","PASS","wb_i024_white_77041201"
"viewmodel-I024@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I024@white-0","I024","white",77041201,"wb_i024_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I024@white-1","I024","white",77041201,"wb_i024_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I024@white-2","I024","white",77041201,"wb_i024_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I024@white-3","I024","white",77041201,"wb_i024_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I024@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i024_white_77041201"
"seed-switch-I024@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i024_white_77041202"
"candidate-I024@green","","",0,"","candidate instance generated","PASS","Success:wb_i024_green_77041201"
"projection-I024@green","","",0,"","exact read-only projection","PASS","wb_i024_green_77041201"
"viewmodel-I024@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I024@green-0","I024","green",77041201,"wb_i024_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I024@green-1","I024","green",77041201,"wb_i024_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I024@green-2","I024","green",77041201,"wb_i024_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I024@green-3","I024","green",77041201,"wb_i024_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I024@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i024_green_77041201"
"seed-switch-I024@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i024_green_77041202"
"candidate-I024@blue","","",0,"","candidate instance generated","PASS","Success:wb_i024_blue_77041201"
"projection-I024@blue","","",0,"","exact read-only projection","PASS","wb_i024_blue_77041201"
"viewmodel-I024@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I024@blue-0","I024","blue",77041201,"wb_i024_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I024@blue-1","I024","blue",77041201,"wb_i024_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I024@blue-2","I024","blue",77041201,"wb_i024_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I024@blue-3","I024","blue",77041201,"wb_i024_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I024@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i024_blue_77041201"
"seed-switch-I024@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i024_blue_77041202"
"candidate-I024@purple","","",0,"","candidate instance generated","PASS","Success:wb_i024_purple_77041201"
"projection-I024@purple","","",0,"","exact read-only projection","PASS","wb_i024_purple_77041201"
"viewmodel-I024@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I024@purple-0","I024","purple",77041201,"wb_i024_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I024@purple-1","I024","purple",77041201,"wb_i024_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I024@purple-2","I024","purple",77041201,"wb_i024_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I024@purple-3","I024","purple",77041201,"wb_i024_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I024@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i024_purple_77041201"
"seed-switch-I024@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i024_purple_77041202"
"candidate-I024@orange","","",0,"","candidate instance generated","PASS","Success:wb_i024_orange_77041201"
"projection-I024@orange","","",0,"","exact read-only projection","PASS","wb_i024_orange_77041201"
"viewmodel-I024@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I024@orange-0","I024","orange",77041201,"wb_i024_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I024@orange-1","I024","orange",77041201,"wb_i024_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I024@orange-2","I024","orange",77041201,"wb_i024_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I024@orange-3","I024","orange",77041201,"wb_i024_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I024@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i024_orange_77041201"
"seed-switch-I024@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i024_orange_77041202"
"base-query-I025","","",0,"","catalog base item query succeeds","PASS","I025"
"candidate-I025@white","","",0,"","candidate instance generated","PASS","Success:wb_i025_white_77041201"
"projection-I025@white","","",0,"","exact read-only projection","PASS","wb_i025_white_77041201"
"viewmodel-I025@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I025@white-0","I025","white",77041201,"wb_i025_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I025@white-1","I025","white",77041201,"wb_i025_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I025@white-2","I025","white",77041201,"wb_i025_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I025@white-3","I025","white",77041201,"wb_i025_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I025@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i025_white_77041201"
"seed-switch-I025@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i025_white_77041202"
"candidate-I025@green","","",0,"","candidate instance generated","PASS","Success:wb_i025_green_77041201"
"projection-I025@green","","",0,"","exact read-only projection","PASS","wb_i025_green_77041201"
"viewmodel-I025@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I025@green-0","I025","green",77041201,"wb_i025_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I025@green-1","I025","green",77041201,"wb_i025_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I025@green-2","I025","green",77041201,"wb_i025_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I025@green-3","I025","green",77041201,"wb_i025_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I025@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i025_green_77041201"
"seed-switch-I025@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i025_green_77041202"
"candidate-I025@blue","","",0,"","candidate instance generated","PASS","Success:wb_i025_blue_77041201"
"projection-I025@blue","","",0,"","exact read-only projection","PASS","wb_i025_blue_77041201"
"viewmodel-I025@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I025@blue-0","I025","blue",77041201,"wb_i025_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I025@blue-1","I025","blue",77041201,"wb_i025_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I025@blue-2","I025","blue",77041201,"wb_i025_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I025@blue-3","I025","blue",77041201,"wb_i025_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I025@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i025_blue_77041201"
"seed-switch-I025@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i025_blue_77041202"
"candidate-I025@purple","","",0,"","candidate instance generated","PASS","Success:wb_i025_purple_77041201"
"projection-I025@purple","","",0,"","exact read-only projection","PASS","wb_i025_purple_77041201"
"viewmodel-I025@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I025@purple-0","I025","purple",77041201,"wb_i025_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I025@purple-1","I025","purple",77041201,"wb_i025_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I025@purple-2","I025","purple",77041201,"wb_i025_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I025@purple-3","I025","purple",77041201,"wb_i025_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I025@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i025_purple_77041201"
"seed-switch-I025@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i025_purple_77041202"
"candidate-I025@orange","","",0,"","candidate instance generated","PASS","Success:wb_i025_orange_77041201"
"projection-I025@orange","","",0,"","exact read-only projection","PASS","wb_i025_orange_77041201"
"viewmodel-I025@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I025@orange-0","I025","orange",77041201,"wb_i025_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I025@orange-1","I025","orange",77041201,"wb_i025_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I025@orange-2","I025","orange",77041201,"wb_i025_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I025@orange-3","I025","orange",77041201,"wb_i025_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I025@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i025_orange_77041201"
"seed-switch-I025@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i025_orange_77041202"
"base-query-I026","","",0,"","catalog base item query succeeds","PASS","I026"
"candidate-I026@white","","",0,"","candidate instance generated","PASS","Success:wb_i026_white_77041201"
"projection-I026@white","","",0,"","exact read-only projection","PASS","wb_i026_white_77041201"
"viewmodel-I026@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I026@white-0","I026","white",77041201,"wb_i026_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I026@white-1","I026","white",77041201,"wb_i026_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I026@white-2","I026","white",77041201,"wb_i026_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I026@white-3","I026","white",77041201,"wb_i026_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I026@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i026_white_77041201"
"seed-switch-I026@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i026_white_77041202"
"candidate-I026@green","","",0,"","candidate instance generated","PASS","Success:wb_i026_green_77041201"
"projection-I026@green","","",0,"","exact read-only projection","PASS","wb_i026_green_77041201"
"viewmodel-I026@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I026@green-0","I026","green",77041201,"wb_i026_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I026@green-1","I026","green",77041201,"wb_i026_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I026@green-2","I026","green",77041201,"wb_i026_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I026@green-3","I026","green",77041201,"wb_i026_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I026@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i026_green_77041201"
"seed-switch-I026@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i026_green_77041202"
"candidate-I026@blue","","",0,"","candidate instance generated","PASS","Success:wb_i026_blue_77041201"
"projection-I026@blue","","",0,"","exact read-only projection","PASS","wb_i026_blue_77041201"
"viewmodel-I026@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I026@blue-0","I026","blue",77041201,"wb_i026_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I026@blue-1","I026","blue",77041201,"wb_i026_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I026@blue-2","I026","blue",77041201,"wb_i026_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I026@blue-3","I026","blue",77041201,"wb_i026_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I026@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i026_blue_77041201"
"seed-switch-I026@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i026_blue_77041202"
"candidate-I026@purple","","",0,"","candidate instance generated","PASS","Success:wb_i026_purple_77041201"
"projection-I026@purple","","",0,"","exact read-only projection","PASS","wb_i026_purple_77041201"
"viewmodel-I026@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I026@purple-0","I026","purple",77041201,"wb_i026_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I026@purple-1","I026","purple",77041201,"wb_i026_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I026@purple-2","I026","purple",77041201,"wb_i026_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I026@purple-3","I026","purple",77041201,"wb_i026_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I026@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i026_purple_77041201"
"seed-switch-I026@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i026_purple_77041202"
"candidate-I026@orange","","",0,"","candidate instance generated","PASS","Success:wb_i026_orange_77041201"
"projection-I026@orange","","",0,"","exact read-only projection","PASS","wb_i026_orange_77041201"
"viewmodel-I026@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I026@orange-0","I026","orange",77041201,"wb_i026_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I026@orange-1","I026","orange",77041201,"wb_i026_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I026@orange-2","I026","orange",77041201,"wb_i026_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I026@orange-3","I026","orange",77041201,"wb_i026_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I026@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i026_orange_77041201"
"seed-switch-I026@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i026_orange_77041202"
"base-query-I027","","",0,"","catalog base item query succeeds","PASS","I027"
"candidate-I027@white","","",0,"","candidate instance generated","PASS","Success:wb_i027_white_77041201"
"projection-I027@white","","",0,"","exact read-only projection","PASS","wb_i027_white_77041201"
"viewmodel-I027@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I027@white-0","I027","white",77041201,"wb_i027_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I027@white-1","I027","white",77041201,"wb_i027_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I027@white-2","I027","white",77041201,"wb_i027_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I027@white-3","I027","white",77041201,"wb_i027_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I027@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i027_white_77041201"
"seed-switch-I027@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i027_white_77041202"
"candidate-I027@green","","",0,"","candidate instance generated","PASS","Success:wb_i027_green_77041201"
"projection-I027@green","","",0,"","exact read-only projection","PASS","wb_i027_green_77041201"
"viewmodel-I027@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I027@green-0","I027","green",77041201,"wb_i027_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I027@green-1","I027","green",77041201,"wb_i027_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I027@green-2","I027","green",77041201,"wb_i027_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I027@green-3","I027","green",77041201,"wb_i027_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I027@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i027_green_77041201"
"seed-switch-I027@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i027_green_77041202"
"candidate-I027@blue","","",0,"","candidate instance generated","PASS","Success:wb_i027_blue_77041201"
"projection-I027@blue","","",0,"","exact read-only projection","PASS","wb_i027_blue_77041201"
"viewmodel-I027@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I027@blue-0","I027","blue",77041201,"wb_i027_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I027@blue-1","I027","blue",77041201,"wb_i027_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I027@blue-2","I027","blue",77041201,"wb_i027_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I027@blue-3","I027","blue",77041201,"wb_i027_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I027@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i027_blue_77041201"
"seed-switch-I027@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i027_blue_77041202"
"candidate-I027@purple","","",0,"","candidate instance generated","PASS","Success:wb_i027_purple_77041201"
"projection-I027@purple","","",0,"","exact read-only projection","PASS","wb_i027_purple_77041201"
"viewmodel-I027@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I027@purple-0","I027","purple",77041201,"wb_i027_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I027@purple-1","I027","purple",77041201,"wb_i027_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I027@purple-2","I027","purple",77041201,"wb_i027_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I027@purple-3","I027","purple",77041201,"wb_i027_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I027@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i027_purple_77041201"
"seed-switch-I027@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i027_purple_77041202"
"candidate-I027@orange","","",0,"","candidate instance generated","PASS","Success:wb_i027_orange_77041201"
"projection-I027@orange","","",0,"","exact read-only projection","PASS","wb_i027_orange_77041201"
"viewmodel-I027@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I027@orange-0","I027","orange",77041201,"wb_i027_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I027@orange-1","I027","orange",77041201,"wb_i027_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I027@orange-2","I027","orange",77041201,"wb_i027_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I027@orange-3","I027","orange",77041201,"wb_i027_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I027@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i027_orange_77041201"
"seed-switch-I027@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i027_orange_77041202"
"base-query-I028","","",0,"","catalog base item query succeeds","PASS","I028"
"candidate-I028@white","","",0,"","candidate instance generated","PASS","Success:wb_i028_white_77041201"
"projection-I028@white","","",0,"","exact read-only projection","PASS","wb_i028_white_77041201"
"viewmodel-I028@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I028@white-0","I028","white",77041201,"wb_i028_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I028@white-1","I028","white",77041201,"wb_i028_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I028@white-2","I028","white",77041201,"wb_i028_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I028@white-3","I028","white",77041201,"wb_i028_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I028@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i028_white_77041201"
"seed-switch-I028@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i028_white_77041202"
"candidate-I028@green","","",0,"","candidate instance generated","PASS","Success:wb_i028_green_77041201"
"projection-I028@green","","",0,"","exact read-only projection","PASS","wb_i028_green_77041201"
"viewmodel-I028@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I028@green-0","I028","green",77041201,"wb_i028_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I028@green-1","I028","green",77041201,"wb_i028_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I028@green-2","I028","green",77041201,"wb_i028_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I028@green-3","I028","green",77041201,"wb_i028_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I028@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i028_green_77041201"
"seed-switch-I028@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i028_green_77041202"
"candidate-I028@blue","","",0,"","candidate instance generated","PASS","Success:wb_i028_blue_77041201"
"projection-I028@blue","","",0,"","exact read-only projection","PASS","wb_i028_blue_77041201"
"viewmodel-I028@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I028@blue-0","I028","blue",77041201,"wb_i028_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I028@blue-1","I028","blue",77041201,"wb_i028_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I028@blue-2","I028","blue",77041201,"wb_i028_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I028@blue-3","I028","blue",77041201,"wb_i028_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I028@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i028_blue_77041201"
"seed-switch-I028@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i028_blue_77041202"
"candidate-I028@purple","","",0,"","candidate instance generated","PASS","Success:wb_i028_purple_77041201"
"projection-I028@purple","","",0,"","exact read-only projection","PASS","wb_i028_purple_77041201"
"viewmodel-I028@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I028@purple-0","I028","purple",77041201,"wb_i028_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I028@purple-1","I028","purple",77041201,"wb_i028_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I028@purple-2","I028","purple",77041201,"wb_i028_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I028@purple-3","I028","purple",77041201,"wb_i028_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I028@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i028_purple_77041201"
"seed-switch-I028@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i028_purple_77041202"
"candidate-I028@orange","","",0,"","candidate instance generated","PASS","Success:wb_i028_orange_77041201"
"projection-I028@orange","","",0,"","exact read-only projection","PASS","wb_i028_orange_77041201"
"viewmodel-I028@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I028@orange-0","I028","orange",77041201,"wb_i028_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I028@orange-1","I028","orange",77041201,"wb_i028_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I028@orange-2","I028","orange",77041201,"wb_i028_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I028@orange-3","I028","orange",77041201,"wb_i028_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I028@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i028_orange_77041201"
"seed-switch-I028@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i028_orange_77041202"
"base-query-I029","","",0,"","catalog base item query succeeds","PASS","I029"
"candidate-I029@white","","",0,"","candidate instance generated","PASS","Success:wb_i029_white_77041201"
"projection-I029@white","","",0,"","exact read-only projection","PASS","wb_i029_white_77041201"
"viewmodel-I029@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I029@white-0","I029","white",77041201,"wb_i029_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I029@white-1","I029","white",77041201,"wb_i029_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I029@white-2","I029","white",77041201,"wb_i029_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I029@white-3","I029","white",77041201,"wb_i029_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I029@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i029_white_77041201"
"seed-switch-I029@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i029_white_77041202"
"candidate-I029@green","","",0,"","candidate instance generated","PASS","Success:wb_i029_green_77041201"
"projection-I029@green","","",0,"","exact read-only projection","PASS","wb_i029_green_77041201"
"viewmodel-I029@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I029@green-0","I029","green",77041201,"wb_i029_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I029@green-1","I029","green",77041201,"wb_i029_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I029@green-2","I029","green",77041201,"wb_i029_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I029@green-3","I029","green",77041201,"wb_i029_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I029@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i029_green_77041201"
"seed-switch-I029@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i029_green_77041202"
"candidate-I029@blue","","",0,"","candidate instance generated","PASS","Success:wb_i029_blue_77041201"
"projection-I029@blue","","",0,"","exact read-only projection","PASS","wb_i029_blue_77041201"
"viewmodel-I029@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I029@blue-0","I029","blue",77041201,"wb_i029_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I029@blue-1","I029","blue",77041201,"wb_i029_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I029@blue-2","I029","blue",77041201,"wb_i029_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I029@blue-3","I029","blue",77041201,"wb_i029_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I029@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i029_blue_77041201"
"seed-switch-I029@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i029_blue_77041202"
"candidate-I029@purple","","",0,"","candidate instance generated","PASS","Success:wb_i029_purple_77041201"
"projection-I029@purple","","",0,"","exact read-only projection","PASS","wb_i029_purple_77041201"
"viewmodel-I029@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I029@purple-0","I029","purple",77041201,"wb_i029_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I029@purple-1","I029","purple",77041201,"wb_i029_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I029@purple-2","I029","purple",77041201,"wb_i029_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I029@purple-3","I029","purple",77041201,"wb_i029_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I029@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i029_purple_77041201"
"seed-switch-I029@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i029_purple_77041202"
"candidate-I029@orange","","",0,"","candidate instance generated","PASS","Success:wb_i029_orange_77041201"
